date,aircraft_official,helicopter_official,tank_official,APC_official,field_artillery_official,MRL_official,military_auto_official,fuel_tank_official,drone_official,naval_ship_official,anti_aircraft_warfare_official,special_equipment_official,mobile_SRBM_system_official,vehicles_and_fuel_tanks_official,cruise_missiles_official,submarines_official,ground_robotic_systems_official,APC_ws,MRL_ws,aircraft_ws,anti_aircraft_warfare_ws,drone_ws,field_artillery_ws,helicopter_ws,naval_ship_ws,tank_ws
2023-03-05,0.0,0.0,5.0,9.0,12.0,1.0,100.0,60.0,5.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2023-03-06,0.0,0.0,9.0,11.0,7.0,0.0,100.0,60.0,15.0,0.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2023-03-07,1.0,0.0,9.0,11.0,23.0,0.0,100.0,60.0,9.0,0.0,3.0,2.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
2023-03-08,0.0,0.0,4.0,9.0,7.0,0.0,100.0,60.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-03-09,0.0,0.0,5.0,13.0,2.0,0.0,100.0,60.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-10,1.0,0.0,7.0,6.0,10.0,3.0,100.0,60.0,9.0,0.0,2.0,3.0,0.0,6.0,34.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0
2023-03-11,0.0,0.0,10.0,20.0,8.0,2.0,100.0,60.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
2023-03-12,0.0,0.0,8.0,7.0,4.0,0.0,100.0,60.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-13,0.0,0.0,8.0,5.0,16.0,0.0,100.0,60.0,1.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
2023-03-14,0.0,0.0,10.0,15.0,16.0,2.0,100.0,60.0,11.0,0.0,1.0,5.0,0.0,13.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2023-03-15,0.0,0.0,8.0,10.0,9.0,7.0,100.0,60.0,12.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
2023-03-16,1.0,0.0,12.0,11.0,11.0,1.0,100.0,60.0,13.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0
2023-03-17,0.0,1.0,2.0,13.0,13.0,1.0,100.0,60.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2023-03-18,0.0,0.0,5.0,7.0,8.0,2.0,100.0,60.0,14.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2023-03-19,0.0,0.0,21.0,23.0,8.0,1.0,100.0,60.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2023-03-20,0.0,0.0,5.0,16.0,9.0,0.0,100.0,60.0,1.0,0.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
2023-03-21,0.0,0.0,15.0,10.0,9.0,0.0,100.0,60.0,7.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-03-22,0.0,0.0,5.0,8.0,3.0,2.0,100.0,60.0,16.0,0.0,2.0,4.0,0.0,6.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
2023-03-23,0.0,0.0,13.0,11.0,19.0,2.0,100.0,60.0,20.0,0.0,1.0,3.0,0.0,18.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
2023-03-24,0.0,0.0,4.0,23.0,8.0,0.0,100.0,60.0,5.0,0.0,3.0,4.0,0.0,12.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
2023-03-25,0.0,1.0,6.0,11.0,7.0,9.0,100.0,60.0,6.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-26,0.0,0.0,15.0,15.0,8.0,2.0,100.0,60.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
2023-03-27,0.0,0.0,0.0,6.0,7.0,1.0,100.0,60.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-03-28,0.0,0.0,7.0,13.0,15.0,2.0,100.0,60.0,19.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
2023-03-29,1.0,0.0,7.0,0.0,6.0,1.0,100.0,60.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-03-30,0.0,0.0,1.0,8.0,12.0,0.0,100.0,60.0,0.0,0.0,1.0,3.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-03-31,0.0,0.0,5.0,3.0,4.0,0.0,100.0,60.0,9.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2023-04-01,0.0,0.0,1.0,4.0,8.0,1.0,100.0,60.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2023-04-02,0.0,0.0,2.0,5.0,4.0,0.0,100.0,60.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2023-04-03,0.0,0.0,1.0,7.0,7.0,0.0,100.0,60.0,13.0,0.0,1.0,2.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-04,0.0,0.0,8.0,6.0,3.0,1.0,100.0,60.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
2023-04-05,0.0,0.0,2.0,6.0,10.0,4.0,100.0,60.0,6.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
2023-04-06,0.0,1.0,2.0,8.0,7.0,0.0,100.0,60.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2023-04-07,0.0,0.0,2.0,3.0,8.0,1.0,100.0,60.0,4.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0
2023-04-08,1.0,0.0,3.0,4.0,5.0,0.0,100.0,60.0,7.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2023-04-09,0.0,0.0,0.0,4.0,13.0,0.0,100.0,60.0,14.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
2023-04-10,0.0,0.0,1.0,4.0,10.0,1.0,100.0,60.0,11.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
2023-04-11,0.0,1.0,7.0,10.0,15.0,1.0,100.0,60.0,9.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-12,0.0,0.0,2.0,5.0,5.0,0.0,100.0,60.0,2.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2023-04-13,0.0,0.0,0.0,10.0,7.0,0.0,100.0,60.0,5.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-04-14,0.0,0.0,4.0,16.0,7.0,0.0,100.0,60.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-15,0.0,0.0,3.0,4.0,1.0,0.0,100.0,60.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2023-04-16,1.0,0.0,4.0,10.0,10.0,3.0,100.0,60.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2023-04-17,0.0,0.0,3.0,4.0,9.0,0.0,100.0,60.0,8.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-04-18,0.0,0.0,1.0,11.0,6.0,0.0,100.0,60.0,6.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2023-04-19,0.0,0.0,4.0,12.0,9.0,0.0,100.0,60.0,23.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2023-04-20,0.0,0.0,2.0,10.0,6.0,1.0,100.0,60.0,10.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2023-04-21,0.0,0.0,1.0,6.0,2.0,0.0,100.0,60.0,8.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2023-04-22,0.0,0.0,4.0,4.0,5.0,0.0,100.0,60.0,4.0,0.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-23,0.0,1.0,3.0,1.0,5.0,0.0,100.0,60.0,4.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2023-04-24,0.0,0.0,8.0,8.0,12.0,0.0,100.0,60.0,11.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-04-25,0.0,0.0,5.0,12.0,14.0,0.0,100.0,60.0,24.0,0.0,2.0,6.0,0.0,31.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
2023-04-26,0.0,0.0,4.0,11.0,14.0,0.0,100.0,60.0,3.0,0.0,1.0,7.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
2023-04-27,0.0,0.0,2.0,16.0,10.0,3.0,100.0,60.0,21.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2023-04-28,0.0,0.0,0.0,3.0,18.0,1.0,100.0,60.0,6.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
2023-04-29,0.0,0.0,3.0,3.0,3.0,0.0,100.0,60.0,4.0,0.0,0.0,2.0,0.0,17.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2023-04-30,0.0,0.0,2.0,5.0,6.0,1.0,100.0,60.0,4.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
2023-05-01,0.0,0.0,1.0,3.0,7.0,0.0,100.0,60.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2023-05-02,0.0,0.0,1.0,1.0,9.0,0.0,100.0,60.0,1.0,0.0,3.0,1.0,0.0,6.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2023-05-03,0.0,0.0,1.0,6.0,16.0,0.0,100.0,60.0,28.0,0.0,2.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
2023-05-04,0.0,0.0,5.0,17.0,16.0,3.0,100.0,60.0,18.0,0.0,4.0,7.0,0.0,21.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2023-05-05,0.0,0.0,3.0,8.0,16.0,3.0,100.0,60.0,17.0,0.0,0.0,3.0,0.0,30.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2023-05-06,0.0,0.0,7.0,14.0,14.0,2.0,100.0,60.0,14.0,0.0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0
2023-05-07,0.0,0.0,6.0,10.0,18.0,2.0,100.0,60.0,18.0,0.0,0.0,5.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
2023-05-08,0.0,0.0,7.0,5.0,8.0,0.0,100.0,60.0,42.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-09,0.0,0.0,4.0,4.0,13.0,0.0,100.0,60.0,4.0,0.0,1.0,4.0,0.0,11.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-10,0.0,0.0,2.0,18.0,8.0,1.0,100.0,60.0,6.0,0.0,1.0,1.0,0.0,5.0,15.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0
2023-05-11,0.0,0.0,4.0,12.0,14.0,2.0,100.0,60.0,3.0,0.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-05-12,0.0,0.0,5.0,8.0,15.0,2.0,100.0,60.0,9.0,0.0,2.0,2.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2023-05-13,0.0,0.0,6.0,12.0,27.0,2.0,100.0,60.0,29.0,0.0,2.0,9.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0
2023-05-14,0.0,0.0,5.0,18.0,21.0,1.0,100.0,60.0,31.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0
2023-05-15,0.0,0.0,3.0,11.0,21.0,0.0,100.0,60.0,24.0,0.0,2.0,3.0,0.0,16.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0
2023-05-16,0.0,0.0,3.0,12.0,13.0,0.0,100.0,60.0,12.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2023-05-17,0.0,0.0,9.0,17.0,16.0,0.0,100.0,60.0,16.0,0.0,2.0,7.0,0.0,19.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2023-05-18,0.0,0.0,2.0,8.0,32.0,1.0,100.0,60.0,11.0,0.0,0.0,1.0,0.0,6.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0
2023-05-19,0.0,0.0,4.0,4.0,12.0,1.0,100.0,60.0,10.0,0.0,1.0,1.0,0.0,10.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2023-05-20,0.0,0.0,4.0,5.0,19.0,0.0,100.0,60.0,32.0,0.0,6.0,4.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2023-05-21,0.0,0.0,2.0,16.0,29.0,0.0,100.0,60.0,21.0,0.0,2.0,2.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
2023-05-22,1.0,0.0,2.0,9.0,20.0,1.0,100.0,60.0,8.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
2023-05-23,0.0,1.0,4.0,12.0,40.0,0.0,100.0,60.0,34.0,0.0,0.0,6.0,0.0,10.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
2023-05-24,0.0,1.0,3.0,5.0,21.0,5.0,100.0,60.0,7.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-05-25,0.0,0.0,3.0,8.0,20.0,0.0,100.0,60.0,36.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
2023-05-26,1.0,0.0,1.0,3.0,25.0,0.0,100.0,60.0,3.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
2023-05-27,0.0,0.0,3.0,7.0,22.0,2.0,100.0,60.0,31.0,0.0,1.0,3.0,0.0,11.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
2023-05-28,3.0,2.0,0.0,14.0,19.0,2.0,100.0,60.0,52.0,0.0,0.0,2.0,0.0,20.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-05-29,0.0,0.0,4.0,11.0,10.0,1.0,100.0,60.0,61.0,0.0,2.0,2.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
2023-05-30,0.0,0.0,1.0,2.0,10.0,0.0,100.0,60.0,38.0,0.0,1.0,1.0,0.0,12.0,51.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2023-05-31,0.0,0.0,0.0,3.0,15.0,0.0,100.0,60.0,32.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
2023-06-01,0.0,0.0,2.0,6.0,14.0,0.0,100.0,60.0,7.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
2023-06-02,0.0,0.0,15.0,12.0,27.0,0.0,100.0,60.0,6.0,0.0,2.0,7.0,0.0,28.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-03,0.0,0.0,10.0,12.0,32.0,7.0,100.0,60.0,28.0,0.0,7.0,10.0,0.0,22.0,15.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
2023-06-04,0.0,0.0,8.0,10.0,22.0,1.0,100.0,60.0,10.0,0.0,2.0,4.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
2023-06-05,0.0,0.0,11.0,11.0,12.0,1.0,100.0,60.0,14.0,0.0,5.0,5.0,0.0,7.0,4.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0
2023-06-06,0.0,1.0,12.0,20.0,36.0,6.0,100.0,60.0,23.0,0.0,2.0,5.0,0.0,20.0,35.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2023-06-07,1.0,0.0,13.0,17.0,37.0,4.0,100.0,60.0,7.0,0.0,1.0,3.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
2023-06-08,0.0,0.0,18.0,16.0,28.0,1.0,100.0,60.0,15.0,0.0,3.0,8.0,0.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
2023-06-09,0.0,0.0,10.0,24.0,34.0,4.0,100.0,60.0,13.0,0.0,4.0,2.0,0.0,26.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
2023-06-10,0.0,0.0,8.0,7.0,15.0,1.0,100.0,60.0,16.0,0.0,3.0,5.0,0.0,18.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0
2023-06-11,0.0,0.0,17.0,24.0,19.0,1.0,100.0,60.0,37.0,0.0,0.0,2.0,0.0,33.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
2023-06-12,0.0,0.0,5.0,5.0,10.0,0.0,100.0,60.0,7.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
2023-06-13,0.0,1.0,4.0,6.0,20.0,0.0,100.0,60.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
2023-06-14,0.0,0.0,8.0,11.0,17.0,2.0,100.0,60.0,15.0,0.0,1.0,5.0,0.0,9.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0
2023-06-15,0.0,1.0,12.0,14.0,10.0,1.0,100.0,60.0,9.0,0.0,0.0,3.0,0.0,24.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
2023-06-16,0.0,0.0,10.0,16.0,19.0,2.0,100.0,60.0,24.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-06-17,0.0,1.0,12.0,23.0,22.0,3.0,100.0,60.0,7.0,0.0,0.0,1.0,0.0,38.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
2023-06-18,0.0,2.0,7.0,23.0,13.0,1.0,100.0,60.0,7.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
2023-06-19,0.0,1.0,5.0,6.0,18.0,0.0,100.0,60.0,12.0,0.0,6.0,4.0,0.0,42.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2023-06-20,0.0,1.0,8.0,15.0,23.0,4.0,100.0,60.0,10.0,0.0,2.0,5.0,0.0,32.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
2023-06-21,0.0,0.0,9.0,21.0,32.0,1.0,100.0,60.0,35.0,0.0,3.0,8.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0
2023-06-22,0.0,1.0,7.0,12.0,21.0,2.0,100.0,60.0,10.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0
2023-06-23,0.0,0.0,4.0,15.0,44.0,0.0,100.0,60.0,9.0,0.0,3.0,6.0,0.0,30.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2023-06-24,0.0,1.0,7.0,6.0,30.0,2.0,100.0,60.0,13.0,0.0,4.0,3.0,0.0,23.0,14.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0
2023-06-25,0.0,0.0,6.0,2.0,19.0,5.0,100.0,60.0,12.0,0.0,2.0,4.0,0.0,4.0,31.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2023-06-26,0.0,0.0,1.0,14.0,21.0,0.0,100.0,60.0,10.0,0.0,0.0,5.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-27,0.0,0.0,5.0,14.0,28.0,2.0,100.0,60.0,10.0,0.0,1.0,6.0,0.0,21.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2023-06-28,0.0,0.0,0.0,13.0,6.0,1.0,100.0,60.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
2023-06-29,1.0,0.0,2.0,10.0,27.0,0.0,100.0,60.0,14.0,0.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
2023-06-30,0.0,0.0,3.0,6.0,11.0,3.0,100.0,60.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0
2023-07-01,0.0,0.0,1.0,5.0,35.0,2.0,100.0,60.0,26.0,0.0,0.0,11.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0
2023-07-02,0.0,0.0,10.0,20.0,26.0,5.0,100.0,60.0,12.0,0.0,1.0,3.0,0.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2023-07-03,0.0,1.0,5.0,11.0,32.0,4.0,100.0,60.0,16.0,0.0,1.0,7.0,0.0,18.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0
2023-07-04,0.0,0.0,2.0,9.0,32.0,6.0,100.0,60.0,29.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0
2023-07-05,0.0,0.0,3.0,9.0,36.0,9.0,100.0,60.0,12.0,0.0,1.0,8.0,0.0,22.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,6.0
2023-07-06,0.0,0.0,6.0,15.0,22.0,1.0,100.0,60.0,21.0,0.0,9.0,7.0,0.0,23.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0
